page,name,variety,description
https://www.winemag.com/buying-guide/helix-by-reininger-2012-stillwater-creek-vineyard-merlot-columbia-valley-wa/,Château Lafleur du Roy 2016 Cuvée Excellence  (Pomerol),Merlot,"Aromas of green wood, vanilla and cola are followed by plump fruit flavors. The palate brings appeal but the aromas don't seem to match up. "
https://www.winemag.com/buying-guide/mcmanis-2015-merlot-california/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Thoroughly oaky and spicy, this full-bodied wine smells toasty and smoky. Flavors suggest nutmeg, cinnamon and smoked meat, followed by tangy and fresh black cherry. "
https://www.winemag.com/buying-guide/oberon-2014-merlot-napa-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"This classically styled wine offers black olive, dusty-leathery tannin and jolts of clove and cedar, bringing it all together in a soft, seamless varietal expression. Along the way, expect to meet a juicy hit of grenadine and black currant, a comfy marriage between savory and fruity. "
https://www.winemag.com/buying-guide/pellet-estate-2014-pellet-vineyard-merlot-napa-valley/,Gainey 2016 Patrick's Vineyard Selection Red (Santa Ynez Valley),Merlot,"This is the producer's inaugural offering of the variety, made in tiny amounts, but boy oh boy, it's good. Bright blue and black-berry succulence exude vibrancy and freshness on the palate complemented by savory hints of tar, black licorice and char. Velvety soft tannins allow the fruit to speak. "
https://www.winemag.com/buying-guide/chateau-des-arnauds-2014-bordeaux/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Pure Merlot, ripe and fruity, this wine has only the lightest of tannic structure. That makes for a soft rounded wine from the area close to Lussac Saint-Émilion. Black plum and berry flavors are laced with acidity and finish with a smooth aftertaste. Drink now. "
https://www.winemag.com/buying-guide/substance-2013-super-substance-me-stoneridge-vineyard-merlot-columbia-valley-wa/,Pegasus Estate 2016 Quadrille Vogelzang Vineyard Red (Santa Ynez Valley),Merlot,"There's no question about the variety, with its jazzy aromas of raspberries, blackberries and graphite that lead to plump plush layered fruit flavors. It brings an unabashed sense of deliciousness, with a finish that won't quit. "
https://www.winemag.com/buying-guide/substance-2013-super-substance-me-northridge-vineyard-merlot-wahluke-slope/,Silverado 2016 Estate Grown Cabernet Sauvignon (Napa Valley),Merlot,"Brooding aromas of blackberry seed, black currant and licorice are followed by a full-bodied palate, with a tight core of dark-fruit flavors supported by fine-grained tannins. It's near irresistible, showing impeccable styling. "
https://www.winemag.com/buying-guide/tapiz-2012-las-notas-de-jean-claude-merlot-mendoza/,Cami 2015 Estate Grown Red (Napa Valley),Merlot,"One of Argentina's few high-end Merlots, this opens with maple, toasty oak and deep berry aromas. With 9% Petit Verdot and Cabernets Sauvignon and Franc mixed in, this feels juicy, ripped and eminently healthy. Flavors of coffee, blackberry and cherry are deep and pure, while this avoids being overweight by tipping the scales at 13.9% abv. Drink through 2022. "
https://www.winemag.com/buying-guide/santa-ema-2014-reserva-merlot-maipo-valley/,AVA Grace 2016 Fruity Silky Soft Merlot (California),Merlot,"From the outset this is woody and artificial in style. Aromas of milk chocolate and clove are strange and forced. In the mouth, this feels wiry but also gummy, with clove-heavy oak and tannic bite. In general, this is overly woody, candied and seemingly not natural. "
https://www.winemag.com/buying-guide/bossy-boots-2014-reserva-merlot-maule-valley/,AVA Grace 2016 Fruity Silky Soft Merlot (California),Merlot,"Raw abrasive plum and berry aromas are grassy. This passable Merlot is rubbery and pinched in feel, with herbal generic berry flavors that finish with a weedy accent. "
https://www.winemag.com/buying-guide/broadway-vineyards-2013-estate-grown-merlot-carneros/,Sevtap 2016 Sunday Kind of Love Red (Happy Canyon of Santa Barbara),Merlot,"This is a basic wine, thick and extracted with a generosity of ripe, bold red fruit and walled-in tannin. "
https://www.winemag.com/buying-guide/poggio-al-chiuso-2014-voltaccia-49-merlot-toscana/,Experience 2016 Cabernet Sauvignon (Napa Valley),Merlot,"Made entirely with Merlot, this isn't very expressive, offering aromas and flavors that suggest black-skinned fruit along with whiffs of tangerine and baking spice. It's extremely simple, with loose-knit tannins. Drink soon. "
https://www.winemag.com/buying-guide/santa-helena-2014-reserva-merlot-central-valley/,Château la Bastidette 2016  Montagne-Saint-Émilion,Merlot,"Gritty marginally ripe plum aromas smell a bit like a wild field. This feels full but pushy, with roughness to the palate. Herbal plum and blackberry flavors finish minty and slightly green. "
https://www.winemag.com/buying-guide/camp-2015-merlot-sonoma-county/,Château la Bastidette 2016  Montagne-Saint-Émilion,Merlot,"This is a simple wine with a touch of menthol and astringency, a mix of dried herb and grapes picked at an early stage of ripeness. "
https://www.winemag.com/buying-guide/keira-2014-merlot-yakima-valley/,Experience 2016 Cabernet Sauvignon (Napa Valley),Merlot,"This wine all comes Chandler Reach Vineyards. The aromas seem to lack clarity while the cranberry, prune and cherry flavors want for midpalate concentration. "
https://www.winemag.com/buying-guide/valentini-2013-atunis-merlot-toscana/,Donati Family Vineyard 2016 Merlot (Paicines),Merlot,"Made entirely with Merlot, this has a shy nose that tries to hide suggestions of plum and bell pepper. The straightforward palate provides plum with hints of vanilla and clove alongside grainy tannins. "
https://www.winemag.com/buying-guide/st-supery-2013-dollarhide-estate-vineyard-merlot-rutherford/,Four Lanterns 2016 Sardius Merlot (Templeton Gap District),Merlot,"Thick, rich and woody, this herbal, estate-grown red shows a wealth of baked-plum flavor laced in vanilla, with richness bursting on the finish. "
https://www.winemag.com/buying-guide/pull-2012-merlot-paso-robles/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Light dried herbs, cigar box and cranberry aromas arise on the nose of this bottling from the Broken Earth team. It's zesty on the sip, with raspberry and cooked red-plum flavors that are spiced up by pepper and more dried herbs. It's a tad thin. "
https://www.winemag.com/buying-guide/joullian-2013-merlot-carmel-valley/,Snake and Herring 2017 Cannonball Cabernet Sauvignon-Merlot-Petit Verdot Red (Margaret River),Merlot,"Sharp Concord grape ripeness meets with a touch of chile pepper and dark tobacco on the nose of this bottling. The palate is redolent with aromatic woods, from cedar to sandalwood, as well as blueberries and dried herbs, but it's a tad thin. "
https://www.winemag.com/buying-guide/vignamaggio-2013-merlot-toscana/,Snake and Herring 2017 Cannonball Cabernet Sauvignon-Merlot-Petit Verdot Red (Margaret River),Merlot,"Made with 100% Merlot, this has subdued aromas suggesting ripe red berry and dark spice. The one-dimensional palate isn't very expressive, offering hints of dried plum and clove alongside rather evolved tannins. "
https://www.winemag.com/buying-guide/angeline-2014-reserve-merlot-paso-robles/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Olallieberry, cedar and lacquered-wood aromas show on the nose of this bottling from a winery based in the Russian River Valley. There is a decently structured tannic chalkiness to the palate, with flavors of black cherry, vanilla and pepper. "
https://www.winemag.com/buying-guide/chateau-los-boldos-2014-grand-reserva-merlot-cachapoal-valley/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Plum, tomato and animal aromas feed into a tight, pulling, tannic palate. Salty and savory plum and berry flavors end with dry tannins and an overall scratchy feel that's rugged but stout. "
https://www.winemag.com/buying-guide/cousino-macul-2014-merlot-central-valley/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Basic but clean plum and cherry aromas show a note of orange peel. This is quite tannic for an everyday red, while cassis, plum and prune flavors end tannic, spicy and slightly herbal. "
https://www.winemag.com/buying-guide/boomtown-2014-merlot-columbia-valley-wa/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,Aromas of red fruit and herb are followed by light but pure cherry flavors. It provides a lot of easy-drinking appeal. 
https://www.winemag.com/buying-guide/buena-vista-2014-merlot-sonoma-valley/,Donati Family Vineyard 2016 Merlot (Paicines),Merlot,"This highly concentrated, richly ripe red explores notions of plum, black cherry and tobacco. It finishes with a mildness of dried herb. "
https://www.winemag.com/buying-guide/liberty-lake-2011-merlot-red-mountain/,Château Lafleur du Roy 2016 Cuvée Excellence  (Pomerol),Merlot,"Barrel aromas are out front with notes of wood spice, vanilla and cocoa followed by dark cherries and herb, starting to show a bit of age. The palate is fruit filled but shows the restraint of the vintage. The oak seems a bit overweighted. "
https://www.winemag.com/buying-guide/pagani-de-marchi-2012-casa-nocera-merlot-toscana/,Imagery 2016 Pallas Estate Merlot (Sonoma Valley),Merlot,"Made entirely with Merlot, this opens with aromas of black cherry and caramel that follow through to the dense palate along with a hint of cedar. Clenching tannins leave a mouth-puckering finish. "
https://www.winemag.com/buying-guide/podere-ciona-2010-le-diacce-merlot-toscana/,Château Lafleur du Roy 2016 Cuvée Excellence  (Pomerol),Merlot,"Made entirely with Merlot, this opens with delicate aromas of black-skinned fruit and a whiff of baking spice. The mature palate reveals prune and vanilla alongside rather evolved tannins. Enjoy soon. "
https://www.winemag.com/buying-guide/alcance-2014-gran-reserva-merlot-maule-valley/,Donati Family Vineyard 2016 Merlot (Paicines),Merlot,Minty oaky aromas of baking spices share space on the nose with earthy black plum and berry notes. This feels tannic and resiny while the oaky spicy berry flavors finish with force and drying tannins. 
https://www.winemag.com/buying-guide/finca-patagonia-2014-reserve-merlot-maule-valley/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Gritty black-fruit aromas come with notes of bell pepper and green herbs as well as coffee grounds. A snappy, tough, drawing palate delivers peppery, blackened spice and herbal berry flavors prior to a crisp, tight finish with fresh acidity. "
https://www.winemag.com/buying-guide/dry-creek-vineyard-2013-merlot-dry-creek-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"This youthful, tannic wine needs time in the glass to unfold, benefiting from the additions of 10% Cabernet Sauvignon and 5% Cabernet Franc. A reductive style shows slightly on the nose before streaks of soy, leather and tobacco provide plenty of savory elements with which to play. "
https://www.winemag.com/buying-guide/sangervasio-2011-i-renai-merlot-toscana/,St. Francis 2016 Reserve Merlot (Sonoma Valley),Merlot,"Made entirely with Merlot, the shy nose eventually reveals whiffs of violet and clove. The medium-bodied palate offers prune, vanilla and French oak alongside chewy tannins and rather modest acidity. "
https://www.winemag.com/buying-guide/bench-2014-merlot-knights-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"A light, bright version of the variety, this soft and herbaceous wine mixes a subtle richness of toasted oak and dark chocolate with black plum and cherry. It retains its acidity well, showing a tightness of structure with enough approachability. "
https://www.winemag.com/buying-guide/airfield-estates-2014-merlot-yakima-valley/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"Raspberry, plum and light herb aromas are followed by a flavorful palate, speckled with vanilla and other spices. Grainy tannins provide support. "
https://www.winemag.com/buying-guide/vanderbilt-2013-reserve-merlot-dry-creek-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"A mild current of cinnamon, clove and tobacco provide a spicy entry into this wine, backed up by a fruity mid-palate. Medium weight and body give it some power and substance, while on the finish, it comes under an herbaceous light. "
https://www.winemag.com/buying-guide/duckhorn-2013-rector-creek-vineyard-merlot-napa-valley/,Tapiz 2013 Las Notas de Jean Claude Red (Mendoza),Merlot,"A full-bodied expression of the variety, blended with 5% Cabernet Sauvignon, this soft, rounded wine is dense in blueberry and currant, with a complexity of leather, pencil and soy. A pinpoint of reduction on the finish gives it a tinge of bitterness. "
https://www.winemag.com/buying-guide/conte-ferdinando-guicciardini-2013-la-historia-di-italia-merlot-toscana/,Provenance Vineyards 2016 Merlot (Napa Valley),Merlot,"Made entirely with Merlot, the shy nose eventually reveals notes of black-skinned fruit and clove. The dense palate delivers cedar, espresso and leather alongside gripping tannins. "
https://www.winemag.com/buying-guide/huston-2013-merlot/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,Pleasing aromas of raspberry jam and spice lead to soft plump raspberry and cranberry flavors. It's fruit forward and brings a lot of enjoyment. 
https://www.winemag.com/buying-guide/castello-di-bossi-2012-girolamo-merlot-toscana/,Darioush 2015 Caravan Red (Napa Valley),Merlot,"Made entirely with Merlot, this opens with subtle aromas of black-skinned fruit and cocoa. The straightforward palate delivers ripe plum, vanilla and clove alongside close-grained tannins that clench the finish. "
https://www.winemag.com/buying-guide/fattoria-torre-a-cona-2013-merlot-toscana/,Provenance Vineyards 2016 Merlot (Napa Valley),Merlot,"Made entirely with Merlot, this has a shy nose that eventually reveals subtle aromas of black-skinned fruit, grilled herb and caramel. The round, accessible palate provides black cherry, vanilla and a hint of baking spice, all framed by smooth tannins. Enjoy soon. "
https://www.winemag.com/buying-guide/chateau-le-prieure-2014-delice-du-prieure-saint-emilion/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"The second wine of Château le Prieuré, made from 100% pure juicy Merlot, is ripe and concentrated. It still has plenty of firm tannins although the rich fruits will balance out shortly. It is then going to be a generous wine with great final fruitiness. Drink from 2018. "
https://www.winemag.com/buying-guide/duckhorn-2013-merlot-napa-valley/,Duckhorn 2016 Merlot (Napa Valley),Merlot,"From a range of sites, including the producer's own Three Palms Vineyard, this wine is muted in spiced plum and a trace of gunpowder, as well as dried herb and mountaintop cedar. Dense and generous in tannin, it's soft and potently round. "
https://www.winemag.com/buying-guide/hounds-tree-2015-merlot-north-fork-of-long-island/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Intense aromas of vanilla and sweet spice waft throughout this ripe voluptuous Merlot. Ruddy rich flavors of plum preserves and black-cherry cola penetrate deeply on the palate edged by fine persistent tannins. Bright cranberry acidity lends freshness, lingering nicely on the finish. Drink now through 2023. "
https://www.winemag.com/buying-guide/chateau-abelyce-2011-saint-emilion/,St. Francis 2016 Reserve Merlot (Sonoma Valley),Merlot,"From vines on the plain of Saint-Émilion, close to the Dordogne river, this is a ripe fruity wine. The tannins are already well integrated into the berry fruits, leaving just a dry core that is typical of the year. Drink the wine from 2018. "
https://www.winemag.com/buying-guide/charles-smith-2014-the-velvet-devil-merlot-washington/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"This wine opens with just a touch of reduction followed by quite pure aromas of red and blue fruit. The flavors are sweet and fresh, with the tannins bringing a light grip. "
https://www.winemag.com/buying-guide/barnard-griffin-2014-merlot-columbia-valley-wa/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"The fruit is at the fore here, with aromas of blue fruit, wet stone and spice, along with a whiff of tire rubber. The palate has sweet fruit flavors with nubby tannins and a tart coffee-filled finish. "
https://www.winemag.com/buying-guide/brian-carter-cellars-2013-one-olsen-vineyard-merlot-yakima-valley/,Falkner 2016 Amante Special Selection Super Tuscan Style Red (Temecula Valley),Merlot,"The aromas of cocoa and dark raspberry are speckled with light barrel accents. The red-fruit flavors are ripe and generous, dipping in the middle before coming back together on the elegant finish. "
https://www.winemag.com/buying-guide/kestrel-2012-falcon-series-merlot-yakima-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Aromas of raspberry and herb intermingle on the nose, which also shows a touch of reduction. The palate offers soft tart fruit flavors that provide appeal. "
https://www.winemag.com/buying-guide/leaping-lizard-2014-merlot-california/,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"This is a light-bodied and full-flavored wine with a good, gripping texture and plenty of ripe plum and black pepper aromas. A fruity and beefy flavor carries through the finish. "
https://www.winemag.com/buying-guide/bernard-magrez-2012-egregore-cuvee-dexception-cotes-de-bourg/,Provenance Vineyards 2016 Merlot (Napa Valley),Merlot,"This 100% Merlot wine from 30-year-old vines is one of the producer's limited productions. The wine is superrich in the plump, generous style. Its black-plum fruits give it the weight and ripeness as well as the smooth texture. There is a bite of pepper from the alcohol that spoils the opulent full aftertaste. Drink from 2018. "
https://www.winemag.com/buying-guide/franciscan-2013-merlot-napa-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Oaky toast, cedar and hint of meat add complexity and flavor to this light-bodied, mellowed wine, highlighted by soft, firm tannin and brooding blackberry. "
https://www.winemag.com/buying-guide/chateau-renard-2012-fronsac/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"With 20-year-old vines, this estate has the ability to produce open fruity wines like this. This wine, that is now almost mature, has black-currant fruit, juicy acidity and a layer of tannins to allow it to age further. Drink this attractive wine from 2017. "
https://www.winemag.com/buying-guide/bogle-2014-merlot-california/,Nelson Neves 2015 Superior Merlot (Bairrada),Merlot,"Nicely behaved and well balanced, this gentle wine offers medium body, fresh plum flavors and a texture that's smooth and lightly tannic. The color is relatively deep and aromas are fruity, with a touch of earth. "
https://www.winemag.com/buying-guide/cakebread-2013-merlot-napa-valley/,Silverado 2016 Estate Grown Cabernet Sauvignon (Napa Valley),Merlot,"Black olive stars in this supple, soft and supremely varietal wine, wrapped in strong, chalky tannin. Full bodied and completely generous in ripe fruit, it shows complexity and lengthiness on the finish. "
https://www.winemag.com/buying-guide/gnarly-head-2014-merlot-california/,Nelson Neves 2015 Superior Merlot (Bairrada),Merlot,"This wine has all the necessary smoothness, plus deep plum and cherry flavors and touches of spicy oak, too. The texture feels layered and the fruit components are vivid and tasty. It all comes together gracefully on the palate and the finish. "
https://www.winemag.com/buying-guide/robert-mondavi-2013-merlot-napa-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"This bold red wine works its magic by offering hearty helpings of yeasty brioche, baked, stewed plum, black pepper and clove, remaining varietal and unabashed in its hold on the ripe vintage and sun-kissed appellation. Integrated, the tannin imprint is sizable, yet well managed. "
https://www.winemag.com/buying-guide/kokomo-2014-paulines-vineyard-merlot-dry-creek-valley/,Provenance Vineyards 2016 Merlot (Napa Valley),Merlot,"This wine has a plushness of succulent black cherry and firm, integrated tannin, making for a complex and lengthy texture on the palate. It finishes laced in spicy cinnamon and clove. "
https://www.winemag.com/buying-guide/j-lohr-2014-estates-los-osos-merlot-paso-robles/,Nelson Neves 2015 Superior Merlot (Bairrada),Merlot,"This Merlot is dark in the glass, with lots of oak, vanilla and caramel aromas against a black-cherry and chocolate-cake backdrop on the nose. Soft and chalky tannins frame the sip, where blueberry, vanilla and chocolate-cream flavors prove lush and inviting. "
https://www.winemag.com/buying-guide/enoteca-five-2013-merlot-carneros/,Sunstone 2017 Villa Sole Red (Santa Ynez Valley),Merlot,"Plummy cherry and vanilla meet cedar and black pepper wrapped in toasted oak in this bold, full-bodied, ripe wine from Moon Vineyards. Aged for two years in all French oak, it shows a classic structure and firmness, with succulence that builds on the finish. "
https://www.winemag.com/buying-guide/basalt-2014-merlot-columbia-valley-wa/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Aromas of vanilla, clove, coffee and dark raspberry lead to a mouthful of rich layered fruit flavors. It shows impressive concentration, with fruit flavors lingering on the long finish. "
https://www.winemag.com/buying-guide/efeste-2013-upright-klipsun-vineyard-merlot-red-mountain/,Silverado 2015 Mt George Vineyard Estate Grown Merlot (Coombsville),Merlot,"Aromas of savory herbs, mineral, exotic spice and red fruit are followed by fruit flavors that are surprisingly restrained considering the warmth of the vintage. Tart acidity livens it up. It's green for the variety but still brings enjoyment. "
https://www.winemag.com/buying-guide/reininger-2012-merlot-walla-walla-valley-wa/,Pegasus Estate 2016 Quadrille Vogelzang Vineyard Red (Santa Ynez Valley),Merlot,"A blend of fruit from Pepper Bridge and Seven Hills vineyards, this wine opens with aromas of vanilla, wood spice, cream, red apple and fruit. The palate brings elegantly styled, tart fruit flavors that linger on the finish. The balance is impeccable. "
https://www.winemag.com/buying-guide/chateau-mayne-vieil-2014-cuvee-alienor-fronsac/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"This pure Merlot wine from Mayne-Vieil is ripe and rich. Full of jammy blackberry and black plum, it is a generous wine, enveloping the tannins in a cushioned embrace. It is going to develop into a delicious wine. Drink from 2018. "
https://www.winemag.com/buying-guide/decoy-2014-merlot-sonoma-county/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"This straightforward wine delivers a lot of flavor for the price. The juicy, rounded layering of dark cherry, dried herb and cedar works within a light-bodied, mellowed context of balanced acidity and fruit. "
https://www.winemag.com/buying-guide/tua-rita-2013-redigaffi-merlot-toscana/,Arietta 2016 Quartet Red (Napa Valley),Merlot,"Cassis, bell pepper, toast, French oak and coconut lead the nose. The aromas carry over to the tightly wound palate along with raw red currant, powdered sage, licorice and a confectionery note. Close-grained tannins leave a rather astringent finish. "
https://www.winemag.com/buying-guide/rutherford-ranch-2014-merlot-napa-valley/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Dusty Mexican chocolate meets black plum, cherry and pomegranate in this light-bodied, rounded wine that's juicy and delicious. It's well balanced and approachable now, so drink up. "
https://www.winemag.com/buying-guide/ehlers-estate-2013-merlot-st-helena/,Silverado 2016 Estate Grown Cabernet Sauvignon (Napa Valley),Merlot,"From entirely estate-grown fruit and blended with 5% Cabernet Franc, this is a soft, full and well-structured wine, sanguine in currant, cassis and a dusting of brambly raspberry. Inviting, it finishes in a pleasing note of mocha. "
https://www.winemag.com/buying-guide/keuka-spring-2015-merlot-finger-lakes/,Nelson Neves 2015 Superior Merlot (Bairrada),Merlot,"Gorgeous rose, plum and bramble notes perfume this exceptionally fragrant Merlot. Its complexity extends through the palate with bright cherry and plum flavors bolstered by savory nuances of olive and dried herb. Crisp acidity and fine persistent tannins guide a long finish. "
https://www.winemag.com/buying-guide/black-stallion-2013-limited-release-merlot-napa-valley/,Pegasus Estate 2016 Quadrille Vogelzang Vineyard Red (Santa Ynez Valley),Merlot,"This bold, full-bodied wine is understated in its layering of cassis, currant and juicy black cherry, with hints of clove and smoked meat. It's well balanced, with an enduring and evolving finish. "
https://www.winemag.com/buying-guide/mill-creek-2013-merlot-alexander-valley/,Trentadue La Storia 2016 Block 500 Merlot (Alexander Valley),Merlot,"Juicy black plum and milk chocolate combine for a richly lush, soft and mild experience in this approachable wine, ripe and seasoned in a sprinkling of black pepper. "
https://www.winemag.com/buying-guide/jarvis-2012-estate-grown-cave-fermented-merlot-napa-valley/,Tapiz 2013 Las Notas de Jean Claude Red (Mendoza),Merlot,"Enviable structure marks this lovely wine that appears to have been made in a slightly reductive style. Light oak, a bouquet of dried herb and vanilla ride along a medium-bodied texture that's soft and silky, with a panache of juicy blackberry and currant on the finish. "
https://www.winemag.com/buying-guide/paumanok-2013-merlot-north-fork-of-long-island/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Paumanok's standard-label 2013 Merlot shares much of the same ripe ruddy fruit intensity of the Grand Vintage bottling. Lighter in body and a touch crisper on the palate, it's an elegant and nuanced yet more approachable wine. Taut with tannins and still tightly wound, it will still benefit from cellaring through 2022. "
https://www.winemag.com/buying-guide/y-rousseau-2013-pepe-cavedale-vineyard-merlot-moon-mountain-district-sonoma-county/,Pegasus Estate 2016 Quadrille Vogelzang Vineyard Red (Santa Ynez Valley),Merlot,"Named for the producer's French grandfather, Pépé is peppery in clove and Mexican cinnamon, with an abundance of black cherry. Made in small amounts, it shows a softness around its rounded edges of structure and moderate body of acidity, finishing with length and grace. "
https://www.winemag.com/buying-guide/burrowing-owl-2013-merlot-okanagan-valley/,Trentadue La Storia 2016 Block 500 Merlot (Alexander Valley),Merlot,"Smooth and fruity, yet complex and complete, this excellent wine offers ample acid and polished tannins around pretty red fruits. Notes of citrus and spice, tobacco and toast linger through a satisfying finish. "
https://www.winemag.com/buying-guide/duckhorn-2013-three-palms-vineyard-merlot-napa-valley/,Joullian 2015 Hammler The Chief Cabernet Sauvignon (Carmel Valley),Merlot,"An integrated, powerful wine from a famous northern Napa Valley site, this wine offers notes of baked plum and cherry wrap around the structured, spicy oak. Lingering accents of a pepper, clove and graphite grace the finish. "
https://www.winemag.com/buying-guide/tamarack-cellars-2014-merlot-columbia-valley-wa/,Cousiño-Macul 2014 Finis Terrae Red (Maipo Valley),Merlot,"Aromas of cocoa, milk chocolate, spice and red berries are followed by tart luscious red-cherry and chocolate flavors. It shows a pleasing sense of balance. "
https://www.winemag.com/buying-guide/duckhorn-2013-merlot-carneros/,Arietta 2016 Quartet Red (Napa Valley),Merlot,"This 100% varietal wine hails entirely from Hyde Vineyard, a meticulously farmed and magical site. With a rich nose leading the way, it shows dusty licorice and chocolate plum. Voluptuously well crafted, it finishes in a lengthy tinge of baking spice. "
https://www.winemag.com/buying-guide/ballentine-2014-estate-grown-merlot-napa-valley/,Silverado 2015 Mt George Vineyard Estate Grown Merlot (Coombsville),Merlot,"Handfuls of Cabernet Franc and Petit Verdot figure into this wine, a lovely, medium-bodied beauty that finds balance in its measured use of oak. Vanilla, plum and bold jolts of pepper and cinnamon combine well on the lengthy palate. "
https://www.winemag.com/buying-guide/paumanok-2013-grand-vintage-merlot-north-fork-of-long-island/,Pegasus Estate 2016 Quadrille Vogelzang Vineyard Red (Santa Ynez Valley),Merlot,"A marker of Long Island's exceptional 2013 vintage, this exceptionally ripe yet complexed and balanced Merlot offers long aging potential. It's deeply concentrated in fruit, boasting ruddy, ripe streaks of black cherry and plum off set by brisk acidity and fine, penetrating tannins. Shades of dried herb, autumn leaves and mushroom lend finesse and elegance. It's tasty now but should improve further from 2020 through 2025. "
https://www.winemag.com/buying-guide/jarvis-2012-estate-grown-cave-fermented-reserve-merlot-napa-valley/,Anderson Conn Valley 2016 Gustaf Cabernet Franc-Merlot (Napa Valley),Merlot,"The third reserve by this producer made of this variety, this is 100% estate and varietal. It unfurls in fireplace smoke, red and black berry, leather and tobacco, with an edginess of cedar and herb. The texture is soft and integrated around a full-bodied concentration of flavor. "
https://www.winemag.com/buying-guide/mt-brave-2013-merlot-mount-veeder/,Denner 2016 Mother Of Exiles Red (Paso Robles Willow Creek District),Merlot,"From a site that reaches up to 1,800 feet and dates back grape-growing wise to before the Civil War, this wine is bold and beautiful. It's a study in dusty leather, black pepper and cigar, allowing sauvage, savory aspects to speak louder than fruit. Full bodied and robustly structured, it offers a memorable Tahitian-vanilla note on the finish. "
https://www.winemag.com/buying-guide/la-jota-vineyard-2013-merlot-howell-mountain/,Denner 2016 Mother Of Exiles Red (Paso Robles Willow Creek District),Merlot,"The La Jota and W.S. Keyes vineyards are the sources for this classically styled wine that is intense and alive in minerality. Clove, black pepper and mountains of dried herb are front and center between firm, dusty tannin and oak. The texture is plush and velvety on the palate, with plenty of length on the finish. "
https://www.winemag.com/buying-guide/harry-david-2014-merlot-southern-oregon/,Jackalope 2017 Merlot (Applegate Valley),Merlot,"The alcohol would indicate a level of ripeness which does not register in terms of flavor or density. Thin generic red fruit has a slightly burnt edge to it, and it fades out quickly. "
https://www.winemag.com/buying-guide/pahlmeyer-2013-merlot-napa-valley/,Denner 2016 Mother Of Exiles Red (Paso Robles Willow Creek District),Merlot,"The wine launched cinematically by Robert Redford in “Indecent Proposal,” this delivers a succulently memorable and seductive mix of crisp cassis and meaty rare beef, a sanguine underpinning that gives it intrigue. Full bodied and ripely crafted, it is completely satisfying in its classical components of sage and cedar, with a lingering lust of chocolate-covered cherry. "
https://www.winemag.com/buying-guide/cathedral-ridge-2013-reid-vineyard-merlot-columbia-valley-or/,Experience 2016 Cabernet Sauvignon (Napa Valley),Merlot,"Exceedingly dark, with chewy herbal tannins and high-toned somewhat volatile aromas, this is a wine that has not knit together. Black cherry, kirsch, fig and balsamic elements are scattered about, but nothing holds the center. Best to drink up soon. "
https://www.winemag.com/buying-guide/the-williamsburg-winery-2014-wessex-hundred-merlot-virginia/,Château les Aubastons 2016  Côtes de Bourg,Merlot,"Bright red currant and Cran-Grape juice aromas battle it out with a rare meat note. Flavors of black cherry, red currant, flint, cedar and iron ore are set against smooth tannins. The finish is long and woody. "
https://www.winemag.com/buying-guide/paumanok-2010-tuthills-lane-vineyard-merlot-north-fork-of-long-island/,Denner 2016 Mother Of Exiles Red (Paso Robles Willow Creek District),Merlot,"Intense blackberry and plum perfume burst from the glass of this bold concentrated red. It's a rich lavishly textured wine but keenly balanced in acidity and gilded by subtle layers of spice and toast. While delicious already, it's still brawny in its youth and should meld out gorgeously with more maturation. Drink 2021–2026. "
